task,image_id,attribute,image_path,mask_path,image_width,image_height,mask_width,mask_height,size_match,image_error,mask_error,status
task1,001932,,D:\Biology-AI\data\Task1_Segmentation\images\001932.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001932_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,001933,,D:\Biology-AI\data\Task1_Segmentation\images\001933.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001933_segmentation.png,722,542,722,542,True,,,OK
task1,001934,,D:\Biology-AI\data\Task1_Segmentation\images\001934.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001934_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,001935,,D:\Biology-AI\data\Task1_Segmentation\images\001935.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001935_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,001936,,D:\Biology-AI\data\Task1_Segmentation\images\001936.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001936_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,001937,,D:\Biology-AI\data\Task1_Segmentation\images\001937.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001937_segmentation.png,767,576,767,576,True,,,OK
task1,001938,,D:\Biology-AI\data\Task1_Segmentation\images\001938.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001938_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,001939,,D:\Biology-AI\data\Task1_Segmentation\images\001939.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001939_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,001940,,D:\Biology-AI\data\Task1_Segmentation\images\001940.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001940_segmentation.png,1019,717,1019,717,True,,,OK
task1,001941,,D:\Biology-AI\data\Task1_Segmentation\images\001941.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001941_segmentation.png,3024,2016,3024,2016,True,,,OK
task1,001942,,D:\Biology-AI\data\Task1_Segmentation\images\001942.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001942_segmentation.png,767,576,767,576,True,,,OK
task1,001943,,D:\Biology-AI\data\Task1_Segmentation\images\001943.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001943_segmentation.png,6642,4401,6642,4401,True,,,OK
task1,001944,,D:\Biology-AI\data\Task1_Segmentation\images\001944.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001944_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,001945,,D:\Biology-AI\data\Task1_Segmentation\images\001945.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001945_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,001946,,D:\Biology-AI\data\Task1_Segmentation\images\001946.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001946_segmentation.png,640,480,640,480,True,,,OK
task1,001947,,D:\Biology-AI\data\Task1_Segmentation\images\001947.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001947_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,001948,,D:\Biology-AI\data\Task1_Segmentation\images\001948.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001948_segmentation.png,2304,1536,2304,1536,True,,,OK
task1,001949,,D:\Biology-AI\data\Task1_Segmentation\images\001949.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001949_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,001950,,D:\Biology-AI\data\Task1_Segmentation\images\001950.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001950_segmentation.png,6668,4439,6668,4439,True,,,OK
task1,001951,,D:\Biology-AI\data\Task1_Segmentation\images\001951.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001951_segmentation.png,1024,768,1024,768,True,,,OK
task1,001952,,D:\Biology-AI\data\Task1_Segmentation\images\001952.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001952_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,001953,,D:\Biology-AI\data\Task1_Segmentation\images\001953.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001953_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,001954,,D:\Biology-AI\data\Task1_Segmentation\images\001954.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001954_segmentation.png,6602,4382,6602,4382,True,,,OK
task1,001955,,D:\Biology-AI\data\Task1_Segmentation\images\001955.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001955_segmentation.png,6668,4439,6668,4439,True,,,OK
task1,001956,,D:\Biology-AI\data\Task1_Segmentation\images\001956.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001956_segmentation.png,640,480,640,480,True,,,OK
task1,001957,,D:\Biology-AI\data\Task1_Segmentation\images\001957.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001957_segmentation.png,1024,768,1024,768,True,,,OK
task1,001958,,D:\Biology-AI\data\Task1_Segmentation\images\001958.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001958_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,001959,,D:\Biology-AI\data\Task1_Segmentation\images\001959.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001959_segmentation.png,6621,4420,6621,4420,True,,,OK
task1,001960,,D:\Biology-AI\data\Task1_Segmentation\images\001960.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001960_segmentation.png,2048,1536,2048,1536,True,,,OK
task1,001961,,D:\Biology-AI\data\Task1_Segmentation\images\001961.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001961_segmentation.png,2601,1909,2601,1909,True,,,OK
task1,001962,,D:\Biology-AI\data\Task1_Segmentation\images\001962.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001962_segmentation.png,640,480,640,480,True,,,OK
task1,001963,,D:\Biology-AI\data\Task1_Segmentation\images\001963.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001963_segmentation.png,1024,768,1024,768,True,,,OK
task1,001964,,D:\Biology-AI\data\Task1_Segmentation\images\001964.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001964_segmentation.png,824,719,824,719,True,,,OK
task1,001965,,D:\Biology-AI\data\Task1_Segmentation\images\001965.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001965_segmentation.png,640,480,640,480,True,,,OK
task1,001966,,D:\Biology-AI\data\Task1_Segmentation\images\001966.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001966_segmentation.png,3872,2592,3872,2592,True,,,OK
task1,001967,,D:\Biology-AI\data\Task1_Segmentation\images\001967.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001967_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,001968,,D:\Biology-AI\data\Task1_Segmentation\images\001968.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001968_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,001969,,D:\Biology-AI\data\Task1_Segmentation\images\001969.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001969_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,001970,,D:\Biology-AI\data\Task1_Segmentation\images\001970.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001970_segmentation.png,6668,4439,6668,4439,True,,,OK
task1,001971,,D:\Biology-AI\data\Task1_Segmentation\images\001971.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001971_segmentation.png,6641,4402,6641,4402,True,,,OK
task1,001972,,D:\Biology-AI\data\Task1_Segmentation\images\001972.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001972_segmentation.png,1024,768,1024,768,True,,,OK
task1,001973,,D:\Biology-AI\data\Task1_Segmentation\images\001973.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001973_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,001974,,D:\Biology-AI\data\Task1_Segmentation\images\001974.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001974_segmentation.png,640,480,640,480,True,,,OK
task1,001975,,D:\Biology-AI\data\Task1_Segmentation\images\001975.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001975_segmentation.png,3024,2016,3024,2016,True,,,OK
task1,001976,,D:\Biology-AI\data\Task1_Segmentation\images\001976.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001976_segmentation.png,1024,768,1024,768,True,,,OK
task1,001977,,D:\Biology-AI\data\Task1_Segmentation\images\001977.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001977_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,001978,,D:\Biology-AI\data\Task1_Segmentation\images\001978.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001978_segmentation.png,1024,768,1024,768,True,,,OK
task1,001979,,D:\Biology-AI\data\Task1_Segmentation\images\001979.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001979_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,001980,,D:\Biology-AI\data\Task1_Segmentation\images\001980.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001980_segmentation.png,1024,768,1024,768,True,,,OK
task1,001981,,D:\Biology-AI\data\Task1_Segmentation\images\001981.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001981_segmentation.png,640,480,640,480,True,,,OK
task1,001982,,D:\Biology-AI\data\Task1_Segmentation\images\001982.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001982_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,001983,,D:\Biology-AI\data\Task1_Segmentation\images\001983.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001983_segmentation.png,6628,4399,6628,4399,True,,,OK
task1,001984,,D:\Biology-AI\data\Task1_Segmentation\images\001984.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001984_segmentation.png,6621,4420,6621,4420,True,,,OK
task1,001985,,D:\Biology-AI\data\Task1_Segmentation\images\001985.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001985_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,001986,,D:\Biology-AI\data\Task1_Segmentation\images\001986.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001986_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,001987,,D:\Biology-AI\data\Task1_Segmentation\images\001987.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001987_segmentation.png,640,480,640,480,True,,,OK
task1,001988,,D:\Biology-AI\data\Task1_Segmentation\images\001988.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001988_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,001989,,D:\Biology-AI\data\Task1_Segmentation\images\001989.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001989_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,001990,,D:\Biology-AI\data\Task1_Segmentation\images\001990.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001990_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,001991,,D:\Biology-AI\data\Task1_Segmentation\images\001991.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001991_segmentation.png,1504,1129,1504,1129,True,,,OK
task1,001992,,D:\Biology-AI\data\Task1_Segmentation\images\001992.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001992_segmentation.png,1024,768,1024,768,True,,,OK
task1,001993,,D:\Biology-AI\data\Task1_Segmentation\images\001993.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001993_segmentation.png,1024,768,1024,768,True,,,OK
task1,001994,,D:\Biology-AI\data\Task1_Segmentation\images\001994.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001994_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,001995,,D:\Biology-AI\data\Task1_Segmentation\images\001995.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001995_segmentation.png,1024,768,1024,768,True,,,OK
task1,001996,,D:\Biology-AI\data\Task1_Segmentation\images\001996.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001996_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,001997,,D:\Biology-AI\data\Task1_Segmentation\images\001997.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001997_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,001998,,D:\Biology-AI\data\Task1_Segmentation\images\001998.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001998_segmentation.png,1024,768,1024,768,True,,,OK
task1,001999,,D:\Biology-AI\data\Task1_Segmentation\images\001999.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\001999_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,002000,,D:\Biology-AI\data\Task1_Segmentation\images\002000.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002000_segmentation.png,1024,768,1024,768,True,,,OK
task1,002001,,D:\Biology-AI\data\Task1_Segmentation\images\002001.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002001_segmentation.png,6648,4439,6648,4439,True,,,OK
task1,002002,,D:\Biology-AI\data\Task1_Segmentation\images\002002.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002002_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,002003,,D:\Biology-AI\data\Task1_Segmentation\images\002003.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002003_segmentation.png,3872,2592,3872,2592,True,,,OK
task1,002004,,D:\Biology-AI\data\Task1_Segmentation\images\002004.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002004_segmentation.png,944,1127,944,1127,True,,,OK
task1,002005,,D:\Biology-AI\data\Task1_Segmentation\images\002005.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002005_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,002006,,D:\Biology-AI\data\Task1_Segmentation\images\002006.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002006_segmentation.png,1024,768,1024,768,True,,,OK
task1,002007,,D:\Biology-AI\data\Task1_Segmentation\images\002007.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002007_segmentation.png,6681,4422,6681,4422,True,,,OK
task1,002008,,D:\Biology-AI\data\Task1_Segmentation\images\002008.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002008_segmentation.png,1024,768,1024,768,True,,,OK
task1,002009,,D:\Biology-AI\data\Task1_Segmentation\images\002009.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002009_segmentation.png,2219,2252,2219,2252,True,,,OK
task1,002010,,D:\Biology-AI\data\Task1_Segmentation\images\002010.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002010_segmentation.png,640,480,640,480,True,,,OK
task1,002011,,D:\Biology-AI\data\Task1_Segmentation\images\002011.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002011_segmentation.png,6627,4459,6627,4459,True,,,OK
task1,002012,,D:\Biology-AI\data\Task1_Segmentation\images\002012.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002012_segmentation.png,1024,768,1024,768,True,,,OK
task1,002013,,D:\Biology-AI\data\Task1_Segmentation\images\002013.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002013_segmentation.png,6641,4420,6641,4420,True,,,OK
task1,002014,,D:\Biology-AI\data\Task1_Segmentation\images\002014.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002014_segmentation.png,2355,2028,2355,2028,True,,,OK
task1,002015,,D:\Biology-AI\data\Task1_Segmentation\images\002015.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002015_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,002016,,D:\Biology-AI\data\Task1_Segmentation\images\002016.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002016_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,002017,,D:\Biology-AI\data\Task1_Segmentation\images\002017.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002017_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,002018,,D:\Biology-AI\data\Task1_Segmentation\images\002018.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002018_segmentation.png,1024,768,1024,768,True,,,OK
task1,002019,,D:\Biology-AI\data\Task1_Segmentation\images\002019.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002019_segmentation.png,6661,4441,6661,4441,True,,,OK
task1,002020,,D:\Biology-AI\data\Task1_Segmentation\images\002020.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002020_segmentation.png,6641,4420,6641,4420,True,,,OK
task1,002021,,D:\Biology-AI\data\Task1_Segmentation\images\002021.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002021_segmentation.png,6688,4439,6688,4439,True,,,OK
task1,002022,,D:\Biology-AI\data\Task1_Segmentation\images\002022.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002022_segmentation.png,1024,768,1024,768,True,,,OK
task1,002023,,D:\Biology-AI\data\Task1_Segmentation\images\002023.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002023_segmentation.png,6581,4382,6581,4382,True,,,OK
task1,002024,,D:\Biology-AI\data\Task1_Segmentation\images\002024.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002024_segmentation.png,767,576,767,576,True,,,OK
task1,002025,,D:\Biology-AI\data\Task1_Segmentation\images\002025.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002025_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,002026,,D:\Biology-AI\data\Task1_Segmentation\images\002026.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002026_segmentation.png,2592,1936,2592,1936,True,,,OK
task1,002027,,D:\Biology-AI\data\Task1_Segmentation\images\002027.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002027_segmentation.png,3072,2304,3072,2304,True,,,OK
task1,002028,,D:\Biology-AI\data\Task1_Segmentation\images\002028.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002028_segmentation.png,3872,2592,3872,2592,True,,,OK
task1,002029,,D:\Biology-AI\data\Task1_Segmentation\images\002029.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002029_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,002030,,D:\Biology-AI\data\Task1_Segmentation\images\002030.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002030_segmentation.png,6622,4422,6622,4422,True,,,OK
task1,002031,,D:\Biology-AI\data\Task1_Segmentation\images\002031.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002031_segmentation.png,1024,768,1024,768,True,,,OK
task1,002032,,D:\Biology-AI\data\Task1_Segmentation\images\002032.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002032_segmentation.png,6640,4420,6640,4420,True,,,OK
task1,002033,,D:\Biology-AI\data\Task1_Segmentation\images\002033.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002033_segmentation.png,3024,2016,3024,2016,True,,,OK
task1,002034,,D:\Biology-AI\data\Task1_Segmentation\images\002034.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002034_segmentation.png,3008,2000,3008,2000,True,,,OK
task1,002035,,D:\Biology-AI\data\Task1_Segmentation\images\002035.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002035_segmentation.png,6668,4459,6668,4459,True,,,OK
task1,002036,,D:\Biology-AI\data\Task1_Segmentation\images\002036.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002036_segmentation.png,6668,4439,6668,4439,True,,,OK
task1,002037,,D:\Biology-AI\data\Task1_Segmentation\images\002037.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002037_segmentation.png,640,480,640,480,True,,,OK
task1,002038,,D:\Biology-AI\data\Task1_Segmentation\images\002038.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002038_segmentation.png,1080,1920,1080,1920,True,,,OK
task1,002039,,D:\Biology-AI\data\Task1_Segmentation\images\002039.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002039_segmentation.png,2560,2278,2560,2278,True,,,OK
task1,002040,,D:\Biology-AI\data\Task1_Segmentation\images\002040.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002040_segmentation.png,2355,2028,2355,2028,True,,,OK
task1,002041,,D:\Biology-AI\data\Task1_Segmentation\images\002041.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002041_segmentation.png,1504,1129,1504,1129,True,,,OK
task1,002042,,D:\Biology-AI\data\Task1_Segmentation\images\002042.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002042_segmentation.png,2048,1536,2048,1536,True,,,OK
task1,002043,,D:\Biology-AI\data\Task1_Segmentation\images\002043.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002043_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,002044,,D:\Biology-AI\data\Task1_Segmentation\images\002044.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002044_segmentation.png,4288,2848,4288,2848,True,,,OK
task1,002045,,D:\Biology-AI\data\Task1_Segmentation\images\002045.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002045_segmentation.png,1024,768,1024,768,True,,,OK
task1,002046,,D:\Biology-AI\data\Task1_Segmentation\images\002046.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002046_segmentation.png,771,750,771,750,True,,,OK
task1,002047,,D:\Biology-AI\data\Task1_Segmentation\images\002047.jpg,D:\Biology-AI\data\Task1_Segmentation\masks\002047_segmentation.png,2048,1536,2048,1536,True,,,OK
